platillo,tiempo,dia,theme,food_id,alimento_match,gramos,ingrediente_texto,porcion_original,confianza,nivel,metodo,revisar
D24 Desayuno · Toast de Huevo,Desayuno,24,🇺🇸 Americana,limon-sin-semilla,Limón sin semilla,,"Limón, sal y pimienta","Limón, sal y pimienta",0.581,media,sin-cantidad,SI
D24 Comida · Ensalada Cobb,Comida,24,🇺🇸 Americana,pechuga-de-pollo-sin-piel-a-la-plancha,Pechuga de pollo sin piel a la plancha,150,150 g pechuga de pavo o pollo a la plancha,150 g pechuga de pavo o pollo a la plancha,0.777,media,gramos-directos,SI
D24 Comida · Ensalada Cobb,Comida,24,🇺🇸 Americana,huevo-cocido,Huevo cocido,44,1 huevo cocido,1 huevo cocido,1.0,alta,1.0×pieza(44.0g),
D24 Comida · Ensalada Cobb,Comida,24,🇺🇸 Americana,espinaca-cruda,Espinaca cruda,,Espinaca,Espinaca + lechuga + tomate cherry + 2 cdas elote,0.945,alta,sin-cantidad,SI
D24 Comida · Ensalada Cobb,Comida,24,🇺🇸 Americana,lechuga,Lechuga,,lechuga,Espinaca + lechuga + tomate cherry + 2 cdas elote,1.0,alta,sin-cantidad,SI
D24 Comida · Ensalada Cobb,Comida,24,🇺🇸 Americana,tomate-verde,Tomate verde,,tomate cherry,Espinaca + lechuga + tomate cherry + 2 cdas elote,0.644,media,sin-cantidad,SI
D24 Comida · Ensalada Cobb,Comida,24,🇺🇸 Americana,elote-crudo,Elote crudo,,2 cdas elote,Espinaca + lechuga + tomate cherry + 2 cdas elote,0.925,alta,REVISAR-medida(cda≠pieza),SI
D24 Comida · Ensalada Cobb,Comida,24,🇺🇸 Americana,aguacate-hass,Aguacate Hass,23,¼ aguacate,¼ aguacate + 30 g queso panela o feta,0.727,media,0.25×pieza(93.94g),SI
D24 Comida · Ensalada Cobb,Comida,24,🇺🇸 Americana,queso-panela,Queso Panela,30,30 g queso panela o feta,¼ aguacate + 30 g queso panela o feta,0.805,media,gramos-directos,SI
D24 Comida · Ensalada Cobb,Comida,24,🇺🇸 Americana,aderezo,Aderezo,,Aderezo del recetario,Aderezo del recetario,0.675,media,sin-cantidad,SI
D24 Cena · Chicken Honey Mustard Bowl,Cena,24,🇺🇸 Americana,pechuga-de-pollo-molida,Pechuga de pollo molida,150,150 g pechuga de pollo,150 g pechuga de pollo,0.814,media,gramos-directos,SI
D24 Cena · Chicken Honey Mustard Bowl,Cena,24,🇺🇸 Americana,arroz-cocido,Arroz cocido,376,2 tz arroz cocido,2 tz arroz cocido + ½ tz elote + ½ tz frijoles,1.0,alta,2.0×taza(188.0g),
D24 Cena · Chicken Honey Mustard Bowl,Cena,24,🇺🇸 Americana,elote-crudo,Elote crudo,,½ tz elote,2 tz arroz cocido + ½ tz elote + ½ tz frijoles,0.925,alta,REVISAR-medida(taza≠pieza),SI
D24 Cena · Chicken Honey Mustard Bowl,Cena,24,🇺🇸 Americana,frijol-molido,Frijol molido,111,½ tz frijoles,2 tz arroz cocido + ½ tz elote + ½ tz frijoles,0.689,media,0.5×taza(221.21g),SI
D24 Cena · Chicken Honey Mustard Bowl,Cena,24,🇺🇸 Americana,,,,1 cdita honey mustard (miel,1 cdita honey mustard (miel + mostaza Dijon + vinagre de manzana),0.223,baja,REVISAR-medida(cdita),SI
D24 Cena · Chicken Honey Mustard Bowl,Cena,24,🇺🇸 Americana,mostaza-dijon,Mostaza Dijón,,mostaza Dijon,1 cdita honey mustard (miel + mostaza Dijon + vinagre de manzana),1.0,alta,sin-cantidad,SI
D24 Cena · Chicken Honey Mustard Bowl,Cena,24,🇺🇸 Americana,vinagre-de-manzana,Vinagre de manzana,,vinagre de manzana),1 cdita honey mustard (miel + mostaza Dijon + vinagre de manzana),1.0,alta,sin-cantidad,SI
D24 Cena · Chicken Honey Mustard Bowl,Cena,24,🇺🇸 Americana,cebolla-morada-rebanada,Cebolla morada rebanada,,Cebolla morada,Cebolla morada + pimiento + cilantro + limón,0.801,media,sin-cantidad,SI
D24 Cena · Chicken Honey Mustard Bowl,Cena,24,🇺🇸 Americana,pimiento-fresco,Pimiento fresco,,pimiento,Cebolla morada + pimiento + cilantro + limón,0.939,alta,sin-cantidad,SI
D24 Cena · Chicken Honey Mustard Bowl,Cena,24,🇺🇸 Americana,cilantro-picado-crudo,Cilantro picado crudo,,cilantro,Cebolla morada + pimiento + cilantro + limón,0.91,alta,sin-cantidad,SI
D24 Cena · Chicken Honey Mustard Bowl,Cena,24,🇺🇸 Americana,limon,Limón,,limón,Cebolla morada + pimiento + cilantro + limón,1.0,alta,sin-cantidad,SI
D24 Snack AM · Snack AM,Snack AM,24,🇺🇸 Americana,papaya-picada,Papaya picada,140,1 tz papaya,1 tz papaya + ½ plátano + ½ tz yogurt + ½ tz granola sin azúcar,0.926,alta,1.0×taza(140.0g),
D24 Snack AM · Snack AM,Snack AM,24,🇺🇸 Americana,platano,Plátano,54,½ plátano,1 tz papaya + ½ plátano + ½ tz yogurt + ½ tz granola sin azúcar,1.0,alta,0.5×pieza(108.0g),
D24 Snack AM · Snack AM,Snack AM,24,🇺🇸 Americana,yoghurt,Yoghurt,114,½ tz yogurt,1 tz papaya + ½ plátano + ½ tz yogurt + ½ tz granola sin azúcar,1.0,alta,0.5×taza(227.0g),
D24 Snack AM · Snack AM,Snack AM,24,🇺🇸 Americana,granola-estandar,Granola estándar,,½ tz granola sin azúcar,1 tz papaya + ½ plátano + ½ tz yogurt + ½ tz granola sin azúcar,0.716,media,REVISAR-medida(taza≠cucharada),SI
D24 Snack PM · Snack PM,Snack PM,24,🇺🇸 Americana,rice-krispies-treats,Rice Krispies Treats,44,2 rice cake,2 rice cake + 1 cdita crema de almendra + 1 tz moras + ½ plátano,0.545,baja,2.0×barra(22.0g),SI
D24 Snack PM · Snack PM,Snack PM,24,🇺🇸 Americana,crema-de-almendras,Crema de almendras,,1 cdita crema de almendra,2 rice cake + 1 cdita crema de almendra + 1 tz moras + ½ plátano,0.994,alta,REVISAR-medida(cdita≠cucharada),SI
D24 Snack PM · Snack PM,Snack PM,24,🇺🇸 Americana,moras,Moras,144,1 tz moras,2 rice cake + 1 cdita crema de almendra + 1 tz moras + ½ plátano,1.0,alta,1.0×taza(144.0g),
D24 Snack PM · Snack PM,Snack PM,24,🇺🇸 Americana,platano,Plátano,54,½ plátano,2 rice cake + 1 cdita crema de almendra + 1 tz moras + ½ plátano,1.0,alta,0.5×pieza(108.0g),
D25 Desayuno · Desayuno Americano,Desayuno,25,🇺🇸 Americana,avena-cocida,Avena cocida,109,½ taza avena molida,Hot cakes: ½ taza avena molida + ½ taza claras + vainilla y canela,0.742,media,0.5×taza(218.67g),SI
D25 Desayuno · Desayuno Americano,Desayuno,25,🇺🇸 Americana,clara-de-huevo,Clara de huevo,,½ taza claras,Hot cakes: ½ taza avena molida + ½ taza claras + vainilla y canela,0.675,media,REVISAR-medida(taza≠pieza),SI
D25 Desayuno · Desayuno Americano,Desayuno,25,🇺🇸 Americana,vainilla,Vainilla,,vainilla y canela,Hot cakes: ½ taza avena molida + ½ taza claras + vainilla y canela,0.703,media,sin-cantidad,SI
D25 Desayuno · Desayuno Americano,Desayuno,25,🇺🇸 Americana,fresas-congeladas-sin-azucar,Fresas congeladas sin azúcar,111,½ taza fresas o frutos rojos,Topping: ½ taza fresas o frutos rojos,0.552,media,0.5×taza(222.0g),SI
D25 Desayuno · Desayuno Americano,Desayuno,25,🇺🇸 Americana,miel,Miel,,1 cdita miel,1 cdita miel,1.0,alta,REVISAR-medida(cdita≠cucharadita),SI
D25 Desayuno · Desayuno Americano,Desayuno,25,🇺🇸 Americana,huevo-frito,Huevo frito,92,2 huevo,2 huevo + 2 reb jamón de pavo asado,0.925,alta,2.0×pieza(46.0g),
D25 Desayuno · Desayuno Americano,Desayuno,25,🇺🇸 Americana,jamon-de-pavo,Jamón de pavo,42,2 reb jamón de pavo asado,2 huevo + 2 reb jamón de pavo asado,0.963,alta,2.0×rebanada(21.0g),
D25 Comida · Salmón con Quinoa Bowl,Comida,25,🇺🇸 Americana,salmon-cocido,Salmón cocido,150,150 g salmón a la plancha salpimentada,150 g salmón a la plancha salpimentada,0.664,media,gramos-directos,SI
D25 Comida · Salmón con Quinoa Bowl,Comida,25,🇺🇸 Americana,quinoa-cruda,Quinoa cruda,,2 taza quinoa cocida,2 taza quinoa cocida,0.96,alta,REVISAR-medida(taza≠gramos),SI
D25 Comida · Salmón con Quinoa Bowl,Comida,25,🇺🇸 Americana,aguacate-hass,Aguacate Hass,47,½ aguacate,½ aguacate,0.727,media,0.5×pieza(93.94g),SI
D25 Comida · Salmón con Quinoa Bowl,Comida,25,🇺🇸 Americana,pepino-con-cascara-rebanado,Pepino con cáscara rebanado,,"Pepino, cebolla morada, pimientos, tomate cherry","Pepino, cebolla morada, pimientos, tomate cherry",0.484,baja,sin-cantidad,SI
D25 Comida · Salmón con Quinoa Bowl,Comida,25,🇺🇸 Americana,limon,Limón,,"Limón, sal y ajonjolí","Limón, sal y ajonjolí",0.58,media,sin-cantidad,SI
D25 Cena · Chicken Tenders Fit,Cena,25,🇺🇸 Americana,pechuga-sin-piel-molida,Pechuga sin piel molida,120,120 g pechuga en tiras empanizadas con ½ tz avena molida,120 g pechuga en tiras empanizadas con ½ tz avena molida + huevo,0.637,media,gramos-directos,SI
D25 Cena · Chicken Tenders Fit,Cena,25,🇺🇸 Americana,huevo-frito,Huevo frito,,huevo,120 g pechuga en tiras empanizadas con ½ tz avena molida + huevo,0.925,alta,sin-cantidad,SI
D25 Cena · Chicken Tenders Fit,Cena,25,🇺🇸 Americana,espinaca-cruda,Espinaca cruda,,Espinaca,Espinaca + lechuga + pepino + tomate + cebolla morada,0.945,alta,sin-cantidad,SI
D25 Cena · Chicken Tenders Fit,Cena,25,🇺🇸 Americana,lechuga,Lechuga,,lechuga,Espinaca + lechuga + pepino + tomate + cebolla morada,1.0,alta,sin-cantidad,SI
D25 Cena · Chicken Tenders Fit,Cena,25,🇺🇸 Americana,pepino-con-cascara-rebanado,Pepino con cáscara rebanado,,pepino,Espinaca + lechuga + pepino + tomate + cebolla morada,0.573,media,sin-cantidad,SI
D25 Cena · Chicken Tenders Fit,Cena,25,🇺🇸 Americana,tomate-verde,Tomate verde,,tomate,Espinaca + lechuga + pepino + tomate + cebolla morada,0.708,media,sin-cantidad,SI
D25 Cena · Chicken Tenders Fit,Cena,25,🇺🇸 Americana,cebolla-morada-rebanada,Cebolla morada rebanada,,cebolla morada,Espinaca + lechuga + pepino + tomate + cebolla morada,0.801,media,sin-cantidad,SI
D25 Cena · Chicken Tenders Fit,Cena,25,🇺🇸 Americana,aderezo,Aderezo,,Aderezo del recetario,Aderezo del recetario,0.675,media,sin-cantidad,SI
D25 Cena · Chicken Tenders Fit,Cena,25,🇺🇸 Americana,arroz-cocido,Arroz cocido,94,½ tz arroz cocido,½ tz arroz cocido,1.0,alta,0.5×taza(188.0g),
D25 Snack AM · Snack AM,Snack AM,25,🇺🇸 Americana,pan-tostado,Pan tostado,30,2 pz pan tostado,2 pz pan tostado + 1 cda mermelada sin azúcar,1.0,alta,2.0×rebanada(15.0g),
D25 Snack AM · Snack AM,Snack AM,25,🇺🇸 Americana,mermelada,Mermelada,,1 cda mermelada sin azúcar,2 pz pan tostado + 1 cda mermelada sin azúcar,0.924,alta,REVISAR-medida(cda≠cucharadita),SI
D25 Snack PM · Snack PM,Snack PM,25,🇺🇸 Americana,pina-picada,Piña picada,165,1 tz piña,1 tz piña + 1 tz melón,0.907,alta,1.0×taza(165.33g),
D25 Snack PM · Snack PM,Snack PM,25,🇺🇸 Americana,melon,Melón,,1 tz melón,1 tz piña + 1 tz melón,1.0,alta,REVISAR-medida(taza≠pieza),SI
D26 Desayuno · Wrap,Desayuno,26,🇺🇸 Americana,tortilla,Tortilla,60,2 tortillas integral,2 tortillas integral,0.923,alta,2.0×pieza(30.0g),
D26 Desayuno · Wrap,Desayuno,26,🇺🇸 Americana,huevo-frito,Huevo frito,46,1 huevo,1 huevo + ½ taza claras,0.925,alta,1.0×pieza(46.0g),
D26 Desayuno · Wrap,Desayuno,26,🇺🇸 Americana,clara-de-huevo,Clara de huevo,,½ taza claras,1 huevo + ½ taza claras,0.675,media,REVISAR-medida(taza≠pieza),SI
D26 Desayuno · Wrap,Desayuno,26,🇺🇸 Americana,jamon-de-pavo,Jamón de pavo,42,2 reb jamón de pechuga de pavo,2 reb jamón de pechuga de pavo,0.791,media,2.0×rebanada(21.0g),SI
D26 Desayuno · Wrap,Desayuno,26,🇺🇸 Americana,aguacate-hass,Aguacate Hass,31,⅓ aguacate,⅓ aguacate,0.727,media,0.3333333333333333×pieza(93.94g),SI
D26 Desayuno · Wrap,Desayuno,26,🇺🇸 Americana,espinaca-cocida,Espinaca cocida,,Espinaca y tomate cherry,Espinaca y tomate cherry,0.613,media,sin-cantidad,SI
D26 Desayuno · Wrap,Desayuno,26,🇺🇸 Americana,mandarina,Mandarina,64,1 mandarina,1 mandarina,1.0,alta,1.0×pieza(64.0g),
D26 Comida · Chicken Caesar Bowl,Comida,26,🇺🇸 Americana,pechuga-de-pollo-sin-piel-a-la-plancha,Pechuga de pollo sin piel a la plancha,180,180 g pechuga de pollo a la plancha,180 g pechuga de pollo a la plancha,0.861,alta,gramos-directos,
D26 Comida · Chicken Caesar Bowl,Comida,26,🇺🇸 Americana,lechuga,Lechuga,,Lechuga,Lechuga + espinaca,1.0,alta,sin-cantidad,SI
D26 Comida · Chicken Caesar Bowl,Comida,26,🇺🇸 Americana,espinaca-cruda,Espinaca cruda,,espinaca,Lechuga + espinaca,0.945,alta,sin-cantidad,SI
D26 Comida · Chicken Caesar Bowl,Comida,26,🇺🇸 Americana,queso-parmesano-rallado,Queso Parmesano rallado,,2 cdas parmesano rallado,2 cdas parmesano rallado,0.745,media,REVISAR-medida(cda≠cucharada),SI
D26 Comida · Chicken Caesar Bowl,Comida,26,🇺🇸 Americana,papa-picada,Papa picada,,2 pz papa picada,2 pz papa picada,1.0,alta,REVISAR-medida(pieza≠taza),SI
D26 Comida · Chicken Caesar Bowl,Comida,26,🇺🇸 Americana,aderezo,Aderezo,,Aderezo del recetario,Aderezo del recetario,0.675,media,sin-cantidad,SI
D26 Cena · Sandwich de Atún,Cena,26,🇺🇸 Americana,atun-en-agua-drenado,Atún en agua drenado,100,1 lata atún en agua,1 lata atún en agua + 1 cda mayonesa + limón,0.8,media,1.0×lata(100.0g),SI
D26 Cena · Sandwich de Atún,Cena,26,🇺🇸 Americana,mayonesa,Mayonesa,,1 cda mayonesa,1 lata atún en agua + 1 cda mayonesa + limón,1.0,alta,REVISAR-medida(cda≠cucharadita),SI
D26 Cena · Sandwich de Atún,Cena,26,🇺🇸 Americana,limon,Limón,,limón,1 lata atún en agua + 1 cda mayonesa + limón,1.0,alta,sin-cantidad,SI
D26 Cena · Sandwich de Atún,Cena,26,🇺🇸 Americana,pepino-con-cascara-rebanado,Pepino con cáscara rebanado,,"Pepino, cebolla morada, lechuga, espinaca","Pepino, cebolla morada, lechuga, espinaca",0.494,baja,sin-cantidad,SI
D26 Cena · Sandwich de Atún,Cena,26,🇺🇸 Americana,pan-integral,Pan integral,100,4 reb pan integral (2 sandwiches),4 reb pan integral (2 sandwiches),0.705,media,4.0×rebanada(25.0g),SI
D26 Cena · Sandwich de Atún,Cena,26,🇺🇸 Americana,aguacate-hass,Aguacate Hass,31,⅓ aguacate,⅓ aguacate,0.727,media,0.3333333333333333×pieza(93.94g),SI
D26 Cena · Sandwich de Atún,Cena,26,🇺🇸 Americana,papa-cocida,Papa cocida,,1 tz papas de camote horneadas,1 tz papas de camote horneadas,0.675,media,REVISAR-medida(taza≠pieza),SI
D26 Snack AM · Snack AM,Snack AM,26,🇺🇸 Americana,mango-picado,Mango picado,165,1 tz mango,1 tz mango + 1 tz fresas + 1 cda crema de cacahuate,0.918,alta,1.0×taza(165.0g),
D26 Snack AM · Snack AM,Snack AM,26,🇺🇸 Americana,fresa-entera,Fresa entera,,1 tz fresas,1 tz mango + 1 tz fresas + 1 cda crema de cacahuate,0.686,media,REVISAR-medida(taza≠pieza),SI
D26 Snack AM · Snack AM,Snack AM,26,🇺🇸 Americana,crema-natural,Crema natural,,1 cda crema de cacahuate,1 tz mango + 1 tz fresas + 1 cda crema de cacahuate,0.678,media,REVISAR-medida(cda≠cucharada),SI
D26 Snack PM · Snack PM,Snack PM,26,🇺🇸 Americana,mezcla-de-verduras-congeladas-cocidas-sin-sal,"Mezcla de verduras congeladas, cocidas sin sal",,1 cda mezcla de nueces y semillas,1 cda mezcla de nueces y semillas + 2 cda pasas o arándanos deshidratados,0.519,baja,REVISAR-medida(cda≠taza),SI
D26 Snack PM · Snack PM,Snack PM,26,🇺🇸 Americana,pasas,Pasas,,2 cda pasas o arándanos deshidratados,1 cda mezcla de nueces y semillas + 2 cda pasas o arándanos deshidratados,0.556,media,REVISAR-medida(cda≠pieza),SI
D27 Desayuno · Smoothie de Plátano,Desayuno,27,🇺🇸 Americana,yoghurt-natural,Yoghurt natural,114,½ tz yogur natural sin azúcar,½ tz yogur natural sin azúcar,0.941,alta,0.5×taza(227.0g),
D27 Desayuno · Smoothie de Plátano,Desayuno,27,🇺🇸 Americana,leche,Leche,240,1 tz leche,1 tz leche,1.0,alta,1.0×taza(240.0g),
D27 Desayuno · Smoothie de Plátano,Desayuno,27,🇺🇸 Americana,platano,Plátano,54,½ plátano,½ plátano,1.0,alta,0.5×pieza(108.0g),
D27 Desayuno · Smoothie de Plátano,Desayuno,27,🇺🇸 Americana,,,,2 cditas cacao sin azúcar,2 cditas cacao sin azúcar,0.29,baja,REVISAR-medida(cdita),SI
D27 Desayuno · Smoothie de Plátano,Desayuno,27,🇺🇸 Americana,crema-natural,Crema natural,,1 cdita crema de cacahuate,1 cdita crema de cacahuate,0.678,media,REVISAR-medida(cdita≠cucharada),SI
D27 Desayuno · Smoothie de Plátano,Desayuno,27,🇺🇸 Americana,avena-cocida,Avena cocida,,2 cdas avena,2 cdas avena + 1 cdita miel,0.918,alta,REVISAR-medida(cda≠taza),SI
D27 Desayuno · Smoothie de Plátano,Desayuno,27,🇺🇸 Americana,miel,Miel,,1 cdita miel,2 cdas avena + 1 cdita miel,1.0,alta,REVISAR-medida(cdita≠cucharadita),SI
D27 Comida · Shrimp Bowl,Comida,27,🇺🇸 Americana,,,150,"150 g camarones con mantequilla, sal, pimienta y paprika","150 g camarones con mantequilla, sal, pimienta y paprika",0.27,baja,gramos-directos,SI
D27 Comida · Shrimp Bowl,Comida,27,🇺🇸 Americana,arroz-cocido,Arroz cocido,376,2 tz arroz cocido,2 tz arroz cocido,1.0,alta,2.0×taza(188.0g),
D27 Comida · Shrimp Bowl,Comida,27,🇺🇸 Americana,aguacate-hass,Aguacate Hass,31,⅓ aguacate,⅓ aguacate,0.727,media,0.3333333333333333×pieza(93.94g),SI
D27 Comida · Shrimp Bowl,Comida,27,🇺🇸 Americana,tomate-verde,Tomate verde,,Tomate cherry,Tomate cherry + 2 cdas elotito + cebolla morada,0.644,media,sin-cantidad,SI
D27 Comida · Shrimp Bowl,Comida,27,🇺🇸 Americana,elotitos-de-cambray,Elotitos de cambray,,2 cdas elotito,Tomate cherry + 2 cdas elotito + cebolla morada,0.683,media,REVISAR-medida(cda≠pieza),SI
D27 Comida · Shrimp Bowl,Comida,27,🇺🇸 Americana,cebolla-morada-rebanada,Cebolla morada rebanada,,cebolla morada,Tomate cherry + 2 cdas elotito + cebolla morada,0.801,media,sin-cantidad,SI
D27 Comida · Shrimp Bowl,Comida,27,🇺🇸 Americana,limon-sin-semilla,Limón sin semilla,,"Limón, soya baja en sodio","Limón, soya baja en sodio",0.547,baja,sin-cantidad,SI
D27 Cena · Sandwich de Guacamole,Cena,27,🇺🇸 Americana,pan-integral,Pan integral,50,2 rebanadas pan integral,2 rebanadas pan integral,1.0,alta,2.0×rebanada(25.0g),
D27 Cena · Sandwich de Guacamole,Cena,27,🇺🇸 Americana,mayonesa-light,Mayonesa light,,1 cdita mayonesa light,1 cdita mayonesa light,1.0,alta,REVISAR-medida(cdita≠cucharada),SI
D27 Cena · Sandwich de Guacamole,Cena,27,🇺🇸 Americana,pechuga-de-pollo-molida,Pechuga de pollo molida,150,150 g pechuga de pollo cocida,150 g pechuga de pollo cocida,0.833,media,gramos-directos,SI
D27 Cena · Sandwich de Guacamole,Cena,27,🇺🇸 Americana,aguacate-hass,Aguacate Hass,23,¼ aguacate,¼ aguacate,0.727,media,0.25×pieza(93.94g),SI
D27 Cena · Sandwich de Guacamole,Cena,27,🇺🇸 Americana,lechuga,Lechuga,,Lechuga,Lechuga + tomate + pepino,1.0,alta,sin-cantidad,SI
D27 Cena · Sandwich de Guacamole,Cena,27,🇺🇸 Americana,tomate-verde,Tomate verde,,tomate,Lechuga + tomate + pepino,0.708,media,sin-cantidad,SI
D27 Cena · Sandwich de Guacamole,Cena,27,🇺🇸 Americana,pepino-con-cascara-rebanado,Pepino con cáscara rebanado,,pepino,Lechuga + tomate + pepino,0.573,media,sin-cantidad,SI
D27 Snack AM · Snack AM,Snack AM,27,🇺🇸 Americana,kiwi,Kiwi,152,2 pz kiwi,2 pz kiwi + 10 g semillas (almendras),1.0,alta,2.0×pieza(76.0g),
D27 Snack AM · Snack AM,Snack AM,27,🇺🇸 Americana,semilla-de-anis,Semilla de anís,10,10 g semillas (almendras),2 pz kiwi + 10 g semillas (almendras),0.633,media,gramos-directos,SI
D27 Snack PM · Snack PM,Snack PM,27,🇺🇸 Americana,rice-krispies-treats,Rice Krispies Treats,44,2 rice cake,2 rice cake + 1 cdita crema de cacahuate + ½ pera,0.545,baja,2.0×barra(22.0g),SI
D27 Snack PM · Snack PM,Snack PM,27,🇺🇸 Americana,crema-natural,Crema natural,,1 cdita crema de cacahuate,2 rice cake + 1 cdita crema de cacahuate + ½ pera,0.678,media,REVISAR-medida(cdita≠cucharada),SI
D27 Snack PM · Snack PM,Snack PM,27,🇺🇸 Americana,pera,Pera,81,½ pera,2 rice cake + 1 cdita crema de cacahuate + ½ pera,1.0,alta,0.5×pieza(162.0g),
D28 Desayuno · Apple Crumble Avena Horneada,Desayuno,28,🇺🇸 Americana,avena-cocida,Avena cocida,219,1 tz avena,1 tz avena,0.918,alta,1.0×taza(218.67g),
D28 Desayuno · Apple Crumble Avena Horneada,Desayuno,28,🇺🇸 Americana,canela,Canela,,"Canela, vainilla y pizca de sal","Canela, vainilla y pizca de sal",0.567,media,sin-cantidad,SI
D28 Desayuno · Apple Crumble Avena Horneada,Desayuno,28,🇺🇸 Americana,mantequilla,Mantequilla,,1 cdita mantequilla,1 cdita mantequilla,1.0,alta,REVISAR-medida(cdita≠cucharadita),SI
D28 Desayuno · Apple Crumble Avena Horneada,Desayuno,28,🇺🇸 Americana,manzana-cocida,Manzana cocida,172,1 manzana en cubos,"1 manzana en cubos + canela + 1 cdita miel, hornea todo",0.708,media,1.0×taza(172.0g),SI
D28 Desayuno · Apple Crumble Avena Horneada,Desayuno,28,🇺🇸 Americana,canela,Canela,,canela,"1 manzana en cubos + canela + 1 cdita miel, hornea todo",1.0,alta,sin-cantidad,SI
D28 Desayuno · Apple Crumble Avena Horneada,Desayuno,28,🇺🇸 Americana,miel,Miel,,"1 cdita miel, hornea todo","1 manzana en cubos + canela + 1 cdita miel, hornea todo",0.58,media,REVISAR-medida(cdita≠cucharadita),SI
D28 Comida · Tacos Tex Mex,Comida,28,🇺🇸 Americana,tortilla-de-maiz,Tortilla de maíz,90,3 tortillas de maíz,3 tortillas de maíz,0.994,alta,3.0×pieza(30.0g),
D28 Comida · Tacos Tex Mex,Comida,28,🇺🇸 Americana,carne-molida-regular,Carne molida regular,150,150 g carne molida magra,150 g carne molida magra,0.808,media,gramos-directos,SI
D28 Comida · Tacos Tex Mex,Comida,28,🇺🇸 Americana,queso-fresco,Queso fresco,30,30 g queso rallado,30 g queso rallado,0.928,alta,gramos-directos,
D28 Comida · Tacos Tex Mex,Comida,28,🇺🇸 Americana,,,,Pico de gallo y lechuga,Pico de gallo y lechuga,0.243,baja,sin-cantidad,SI
D28 Comida · Tacos Tex Mex,Comida,28,🇺🇸 Americana,,,,freidora de aire para crujientes,Tip: freidora de aire para crujientes,0.186,baja,sin-cantidad,SI
D28 Cena · Mac & Cheese Ligero,Cena,28,🇺🇸 Americana,pimiento-fresco,Pimiento fresco,,pimiento,Salsa: pimiento + cebolla + ½ zanahoria + 30 g manchego + 30 g mozzarella + 2 cdas yogurt griego + 2 cdas queso crema,0.939,alta,sin-cantidad,SI
D28 Cena · Mac & Cheese Ligero,Cena,28,🇺🇸 Americana,cebolla-cocida,Cebolla cocida,,cebolla,Salsa: pimiento + cebolla + ½ zanahoria + 30 g manchego + 30 g mozzarella + 2 cdas yogurt griego + 2 cdas queso crema,0.933,alta,sin-cantidad,SI
D28 Cena · Mac & Cheese Ligero,Cena,28,🇺🇸 Americana,zanahoria-picada-cruda,Zanahoria picada cruda,64,½ zanahoria,Salsa: pimiento + cebolla + ½ zanahoria + 30 g manchego + 30 g mozzarella + 2 cdas yogurt griego + 2 cdas queso crema,0.916,alta,0.5×taza(128.0g),
D28 Cena · Mac & Cheese Ligero,Cena,28,🇺🇸 Americana,queso-manchego,Queso Manchego,30,30 g manchego,Salsa: pimiento + cebolla + ½ zanahoria + 30 g manchego + 30 g mozzarella + 2 cdas yogurt griego + 2 cdas queso crema,0.72,media,gramos-directos,SI
D28 Cena · Mac & Cheese Ligero,Cena,28,🇺🇸 Americana,mozzarella-fresco,Mozzarella fresco,30,30 g mozzarella,Salsa: pimiento + cebolla + ½ zanahoria + 30 g manchego + 30 g mozzarella + 2 cdas yogurt griego + 2 cdas queso crema,0.948,alta,gramos-directos,
D28 Cena · Mac & Cheese Ligero,Cena,28,🇺🇸 Americana,yoghurt,Yoghurt,,2 cdas yogurt griego,Salsa: pimiento + cebolla + ½ zanahoria + 30 g manchego + 30 g mozzarella + 2 cdas yogurt griego + 2 cdas queso crema,0.693,media,REVISAR-medida(cda≠taza),SI
D28 Cena · Mac & Cheese Ligero,Cena,28,🇺🇸 Americana,queso-crema,Queso crema,,2 cdas queso crema,Salsa: pimiento + cebolla + ½ zanahoria + 30 g manchego + 30 g mozzarella + 2 cdas yogurt griego + 2 cdas queso crema,1.0,alta,REVISAR-medida(cda≠cucharada),SI
D28 Cena · Mac & Cheese Ligero,Cena,28,🇺🇸 Americana,pasta-cocida,Pasta cocida,240,2 tz pasta cocida,2 tz pasta cocida,1.0,alta,2.0×taza(120.0g),
D28 Cena · Mac & Cheese Ligero,Cena,28,🇺🇸 Americana,pechuga-sin-piel-desmenuzada,Pechuga sin piel desmenuzada,120,120 g pechuga de pollo desmenuzada,120 g pechuga de pollo desmenuzada,0.739,media,gramos-directos,SI
D28 Snack AM · Snack AM,Snack AM,28,🇺🇸 Americana,pepino-con-cascara-rebanado,Pepino con cáscara rebanado,104,1 taza pepino,1 taza pepino + zanahoria baby + 2 cdas hummus,0.573,media,1.0×taza(104.0g),SI
D28 Snack AM · Snack AM,Snack AM,28,🇺🇸 Americana,zanahoria-baby-miniatura-cruda,Zanahoria baby (miniatura) cruda,,zanahoria baby,1 taza pepino + zanahoria baby + 2 cdas hummus,0.777,media,sin-cantidad,SI
D28 Snack AM · Snack AM,Snack AM,28,🇺🇸 Americana,hummus,Hummus,,2 cdas hummus,1 taza pepino + zanahoria baby + 2 cdas hummus,1.0,alta,REVISAR-medida(cda≠cucharada),SI
D28 Snack PM · Snack PM,Snack PM,28,🇺🇸 Americana,semilla-de-mostaza,Semilla de mostaza,10,10 g semillas (pistaches),10 g semillas (pistaches) + 1 plátano,0.622,media,gramos-directos,SI
